key,value,date
CT,8.12,1/1/22
CT,8.33,1/1/23
CT,8.52,1/1/24
CT,8.73,1/1/25
CT,8.92,1/1/26
CT,9.09,1/1/27
CT,9.26,1/1/28
CT,9.43,1/1/29
CT,9.58,1/1/30
DE,1.31,1/1/04
DE,1.33,1/1/05
DE,1.36,1/1/06
DE,1.39,1/1/07
DE,1.43,1/1/08
DE,1.47,1/1/09
DE,1.51,1/1/10
DE,1.55,1/1/11
DE,1.61,1/1/12
DE,1.68,1/1/13
DE,1.74,1/1/14
DE,1.79,1/1/15
DE,1.85,1/1/16
DE,1.92,1/1/17
DE,1.98,1/1/18
DE,2.05,1/1/19
DE,2.12,1/1/20
DE,2.20,1/1/21
DE,2.28,1/1/22
DE,2.36,1/1/23
DE,2.44,1/1/24
DE,2.52,1/1/25
DE,2.59,1/1/26
DE,2.67,1/1/27
DE,2.74,1/1/28
DE,2.81,1/1/29
DE,2.87,1/1/30
DC,0.78,1/1/04
DC,0.77,1/1/05
DC,0.76,1/1/06
DC,0.75,1/1/07
DC,0.75,1/1/08
DC,0.74,1/1/09
DC,0.74,1/1/10
DC,0.73,1/1/11
DC,0.73,1/1/12
DC,0.74,1/1/13
DC,0.74,1/1/14
DC,0.74,1/1/15
DC,0.75,1/1/16
DC,0.74,1/1/17
DC,0.74,1/1/18
DC,0.74,1/1/19
DC,0.74,1/1/20
DC,0.74,1/1/21
DC,0.73,1/1/22
DC,0.73,1/1/23
DC,0.73,1/1/24
DC,0.73,1/1/25
DC,0.72,1/1/26
DC,0.71,1/1/27
DC,0.71,1/1/28
DC,0.71,1/1/29
DC,0.70,1/1/30
FL,35.76,1/1/04
FL,36.41,1/1/05
FL,37.11,1/1/06
FL,37.96,1/1/07
FL,39.02,1/1/08
FL,40.10,1/1/09
FL,41.25,1/1/10
FL,42.53,1/1/11
FL,44.25,1/1/12
FL,46.05,1/1/13
FL,47.89,1/1/14
FL,49.88,1/1/15
FL,51.92,1/1/16
FL,54.09,1/1/17
FL,56.42,1/1/18
FL,58.91,1/1/19
FL,61.62,1/1/20
FL,64.41,1/1/21
FL,67.37,1/1/22
FL,70.48,1/1/23
FL,73.68,1/1/24
FL,77.07,1/1/25
FL,80.45,1/1/26
FL,83.83,1/1/27
FL,87.19,1/1/28
FL,90.52,1/1/29
FL,93.74,1/1/30
GA,10.12,1/1/04
GA,10.33,1/1/05
GA,10.56,1/1/06
GA,10.84,1/1/07
GA,11.18,1/1/08
GA,11.51,1/1/09
GA,11.83,1/1/10
GA,12.19,1/1/11
GA,12.73,1/1/12
GA,13.28,1/1/13
GA,13.80,1/1/14
GA,14.33,1/1/15
GA,14.83,1/1/16
GA,15.34,1/1/17
GA,15.87,1/1/18
GA,16.43,1/1/19
GA,17.01,1/1/20
GA,17.59,1/1/21
GA,18.18,1/1/22
GA,18.78,1/1/23
GA,19.38,1/1/24
GA,20.02,1/1/25
GA,20.64,1/1/26
GA,21.24,1/1/27
GA,21.83,1/1/28
GA,22.43,1/1/29
GA,23.02,1/1/30
HI,2.02,1/1/04
HI,2.05,1/1/05
HI,2.08,1/1/06
HI,2.12,1/1/07
HI,2.18,1/1/08
HI,2.24,1/1/09
HI,2.31,1/1/10
HI,2.37,1/1/11
HI,2.45,1/1/12
HI,2.54,1/1/13
HI,2.63,1/1/14
HI,2.73,1/1/15
HI,2.82,1/1/16
HI,2.91,1/1/17
HI,3.00,1/1/18
HI,3.10,1/1/19
HI,3.19,1/1/20
HI,3.28,1/1/21
HI,3.37,1/1/22
HI,3.46,1/1/23
HI,3.54,1/1/24
HI,3.63,1/1/25
HI,3.70,1/1/26
HI,3.78,1/1/27
HI,3.84,1/1/28
HI,3.90,1/1/29
HI,3.94,1/1/30
ID,1.88,1/1/04
ID,1.91,1/1/05
ID,1.96,1/1/06
ID,2.00,1/1/07
ID,2.07,1/1/08
ID,2.13,1/1/09
ID,2.19,1/1/10
ID,2.25,1/1/11
ID,2.35,1/1/12
ID,2.45,1/1/13
ID,2.55,1/1/14
ID,2.66,1/1/15
ID,2.76,1/1/16
ID,2.88,1/1/17
ID,3.00,1/1/18
ID,3.12,1/1/19
ID,3.25,1/1/20
ID,3.37,1/1/21
ID,3.50,1/1/22
ID,3.62,1/1/23
ID,3.74,1/1/24
ID,3.86,1/1/25
ID,3.98,1/1/26
ID,4.09,1/1/27
ID,4.19,1/1/28
ID,4.28,1/1/29
ID,4.36,1/1/30
IL,18.26,1/1/04
IL,18.35,1/1/05
IL,18.46,1/1/06
IL,18.66,1/1/07
IL,18.94,1/1/08
IL,19.15,1/1/09
IL,19.31,1/1/10
IL,19.54,1/1/11
IL,20.04,1/1/12
IL,20.52,1/1/13
IL,20.96,1/1/14
IL,21.45,1/1/15
IL,21.91,1/1/16
IL,22.39,1/1/17
IL,22.89,1/1/18
IL,23.40,1/1/19
IL,24.00,1/1/20
IL,24.55,1/1/21
IL,25.11,1/1/22
IL,25.70,1/1/23
IL,26.25,1/1/24
IL,26.86,1/1/25
IL,27.39,1/1/26
IL,27.86,1/1/27
IL,28.30,1/1/28
IL,28.71,1/1/29
IL,29.10,1/1/30
IN,9.19,1/1/04
IN,9.24,1/1/05
IN,9.32,1/1/06
IN,9.42,1/1/07
IN,9.57,1/1/08
IN,9.69,1/1/09
IN,9.79,1/1/10
IN,9.91,1/1/11
IN,10.18,1/1/12
IN,10.44,1/1/13
IN,10.68,1/1/14
IN,10.94,1/1/15
IN,11.17,1/1/16
IN,11.44,1/1/17
IN,11.71,1/1/18
IN,12.00,1/1/19
IN,12.30,1/1/20
IN,12.59,1/1/21
IN,12.89,1/1/22
IN,13.19,1/1/23
IN,13.47,1/1/24
IN,13.76,1/1/25
IN,14.02,1/1/26
IN,14.26,1/1/27
IN,14.47,1/1/28
IN,14.68,1/1/29
IN,14.86,1/1/30
IA,5.25,1/1/04
IA,5.26,1/1/05
IA,5.28,1/1/06
IA,5.30,1/1/07
IA,5.35,1/1/08
IA,5.39,1/1/09
IA,5.43,1/1/10
IA,5.48,1/1/11
IA,5.60,1/1/12
IA,5.72,1/1/13
IA,5.84,1/1/14
IA,5.97,1/1/15
IA,6.10,1/1/16
IA,6.25,1/1/17
IA,6.40,1/1/18
IA,6.55,1/1/19
IA,6.71,1/1/20
IA,6.87,1/1/21
IA,7.02,1/1/22
IA,7.18,1/1/23
IA,7.32,1/1/24
IA,7.47,1/1/25
IA,7.61,1/1/26
IA,7.73,1/1/27
IA,7.83,1/1/28
IA,7.93,1/1/29
IA,8.00,1/1/30
KS,4.30,1/1/04
KS,4.32,1/1/05
KS,4.34,1/1/06
KS,4.38,1/1/07
KS,4.43,1/1/08
KS,4.48,1/1/09
KS,4.53,1/1/10
KS,4.58,1/1/11
KS,4.71,1/1/12
KS,4.83,1/1/13
KS,4.94,1/1/14
KS,5.06,1/1/15
KS,5.19,1/1/16
KS,5.33,1/1/17
KS,5.47,1/1/18
KS,5.63,1/1/19
KS,5.79,1/1/20
KS,5.95,1/1/21
KS,6.11,1/1/22
KS,6.27,1/1/23
KS,6.42,1/1/24
KS,6.57,1/1/25
KS,6.72,1/1/26
KS,6.85,1/1/27
KS,6.97,1/1/28
KS,7.07,1/1/29
KS,7.16,1/1/30
KY,6.21,1/1/04
KY,6.27,1/1/05
KY,6.34,1/1/06
KY,6.42,1/1/07
KY,6.53,1/1/08
KY,6.63,1/1/09
KY,6.73,1/1/10
KY,6.84,1/1/11
KY,7.06,1/1/12
KY,7.28,1/1/13
KY,7.48,1/1/14
KY,7.69,1/1/15
KY,7.89,1/1/16
KY,8.11,1/1/17
KY,8.33,1/1/18
KY,8.56,1/1/19
KY,8.80,1/1/20
KY,9.04,1/1/21
KY,9.28,1/1/22
KY,9.52,1/1/23
KY,9.74,1/1/24
KY,9.97,1/1/25
KY,10.18,1/1/26
KY,10.38,1/1/27
KY,10.56,1/1/28
KY,10.74,1/1/29
KY,10.90,1/1/30
LA,6.43,1/1/04
LA,6.50,1/1/05
LA,6.58,1/1/06
LA,6.68,1/1/07
LA,6.80,1/1/08
LA,6.92,1/1/09
LA,7.03,1/1/10
LA,7.15,1/1/11
LA,7.36,1/1/12
LA,7.58,1/1/13
LA,7.79,1/1/14
LA,8.01,1/1/15
LA,8.23,1/1/16
LA,8.45,1/1/17
LA,8.69,1/1/18
LA,8.94,1/1/19
LA,9.21,1/1/20
LA,9.47,1/1/21
LA,9.73,1/1/22
LA,9.98,1/1/23
LA,10.23,1/1/24
LA,10.48,1/1/25
LA,10.70,1/1/26
LA,10.90,1/1/27
LA,11.08,1/1/28
LA,11.25,1/1/29
LA,11.39,1/1/30
ME,2.30,1/1/04
ME,2.32,1/1/05
ME,2.35,1/1/06
ME,2.40,1/1/07
ME,2.45,1/1/08
ME,2.51,1/1/09
ME,2.56,1/1/10
ME,2.62,1/1/11
ME,2.72,1/1/12
ME,2.82,1/1/13
ME,2.92,1/1/14
ME,3.02,1/1/15
ME,3.12,1/1/16
ME,3.22,1/1/17
ME,3.33,1/1/18
ME,3.44,1/1/19
ME,3.55,1/1/20
ME,3.66,1/1/21
ME,3.77,1/1/22
ME,3.88,1/1/23
ME,3.98,1/1/24
ME,4.09,1/1/25
ME,4.19,1/1/26
ME,4.28,1/1/27
ME,4.37,1/1/28
ME,4.45,1/1/29
ME,4.51,1/1/30
MD,7.63,1/1/04
MD,7.75,1/1/05
MD,7.89,1/1/06
MD,8.07,1/1/07
MD,8.28,1/1/08
MD,8.48,1/1/09
MD,8.66,1/1/10
MD,8.86,1/1/11
MD,9.20,1/1/12
MD,9.52,1/1/13
MD,9.81,1/1/14
MD,10.10,1/1/15
MD,10.38,1/1/16
MD,10.67,1/1/17
MD,10.97,1/1/18
MD,11.27,1/1/19
MD,11.61,1/1/20
MD,11.93,1/1/21
MD,12.27,1/1/22
MD,12.62,1/1/23
MD,12.97,1/1/24
MD,13.33,1/1/25
MD,13.67,1/1/26
MD,13.99,1/1/27
MD,14.30,1/1/28
MD,14.62,1/1/29
MD,14.91,1/1/30
MA,10.33,1/1/04
MA,10.35,1/1/05
MA,10.40,1/1/06
MA,10.51,1/1/07
MA,10.68,1/1/08
MA,10.83,1/1/09
MA,10.96,1/1/10
MA,11.13,1/1/11
MA,11.47,1/1/12
MA,11.78,1/1/13
MA,12.07,1/1/14
MA,12.37,1/1/15
MA,12.66,1/1/16
MA,12.96,1/1/17
MA,13.29,1/1/18
MA,13.62,1/1/19
MA,13.99,1/1/20
MA,14.35,1/1/21
MA,14.73,1/1/22
MA,15.12,1/1/23
MA,15.50,1/1/24
MA,15.90,1/1/25
MA,16.28,1/1/26
MA,16.63,1/1/27
MA,16.98,1/1/28
MA,17.32,1/1/29
MA,17.65,1/1/30
MI,14.93,1/1/04
MI,15.03,1/1/05
MI,15.16,1/1/06
MI,15.38,1/1/07
MI,15.67,1/1/08
MI,15.91,1/1/09
MI,16.10,1/1/10
MI,16.34,1/1/11
MI,16.82,1/1/12
MI,17.29,1/1/13
MI,17.72,1/1/14
MI,18.18,1/1/15
MI,18.63,1/1/16
MI,19.11,1/1/17
MI,19.60,1/1/18
MI,20.10,1/1/19
MI,20.65,1/1/20
MI,21.18,1/1/21
MI,21.72,1/1/22
MI,22.26,1/1/23
MI,22.75,1/1/24
MI,23.24,1/1/25
MI,23.68,1/1/26
MI,24.08,1/1/27
MI,24.45,1/1/28
MI,24.80,1/1/29
MI,25.10,1/1/30
MN,7.37,1/1/04
MN,7.44,1/1/05
MN,7.54,1/1/06
MN,7.66,1/1/07
MN,7.82,1/1/08
MN,7.96,1/1/09
MN,8.09,1/1/10
MN,8.24,1/1/11
MN,8.52,1/1/12
MN,8.79,1/1/13
MN,9.06,1/1/14
MN,9.34,1/1/15
MN,9.64,1/1/16
MN,9.96,1/1/17
MN,10.29,1/1/18
MN,10.62,1/1/19
MN,10.98,1/1/20
MN,11.33,1/1/21
MN,11.69,1/1/22
MN,12.07,1/1/23
MN,12.44,1/1/24
MN,12.83,1/1/25
MN,13.19,1/1/26
MN,13.53,1/1/27
MN,13.85,1/1/28
MN,14.14,1/1/29
MN,14.40,1/1/30
MS,4.24,1/1/04
MS,4.27,1/1/05
MS,4.31,1/1/06
MS,4.36,1/1/07
MS,4.44,1/1/08
MS,4.51,1/1/09
MS,4.57,1/1/10
MS,4.66,1/1/11
MS,4.80,1/1/12
MS,4.95,1/1/13
MS,5.08,1/1/14
MS,5.23,1/1/15
MS,5.37,1/1/16
MS,5.52,1/1/17
MS,5.67,1/1/18
MS,5.84,1/1/19
MS,6.02,1/1/20
MS,6.20,1/1/21
MS,6.38,1/1/22
MS,6.56,1/1/23
MS,6.74,1/1/24
MS,6.92,1/1/25
MS,7.09,1/1/26
MS,7.24,1/1/27
MS,7.39,1/1/28
MS,7.53,1/1/29
MS,7.65,1/1/30
MO,9.23,1/1/04
MO,9.29,1/1/05
MO,9.37,1/1/06
MO,9.49,1/1/07
MO,9.65,1/1/08
MO,9.79,1/1/09
MO,9.91,1/1/10
MO,10.06,1/1/11
MO,10.33,1/1/12
MO,10.61,1/1/13
MO,10.86,1/1/14
MO,11.13,1/1/15
MO,11.40,1/1/16
MO,11.68,1/1/17
MO,11.98,1/1/18
MO,12.29,1/1/19
MO,12.63,1/1/20
MO,12.97,1/1/21
MO,13.31,1/1/22
MO,13.66,1/1/23
MO,14.00,1/1/24
MO,14.35,1/1/25
MO,14.68,1/1/26
MO,14.98,1/1/27
MO,15.26,1/1/28
MO,15.50,1/1/29
MO,15.71,1/1/30
MT,1.53,1/1/04
MT,1.56,1/1/05
MT,1.59,1/1/06
MT,1.62,1/1/07
MT,1.67,1/1/08
MT,1.71,1/1/09
MT,1.75,1/1/10
MT,1.80,1/1/11
MT,1.87,1/1/12
MT,1.94,1/1/13
MT,2.02,1/1/14
MT,2.10,1/1/15
MT,2.18,1/1/16
MT,2.27,1/1/17
MT,2.37,1/1/18
MT,2.46,1/1/19
MT,2.56,1/1/20
MT,2.65,1/1/21
MT,2.74,1/1/22
MT,2.83,1/1/23
MT,2.91,1/1/24
MT,2.99,1/1/25
MT,3.06,1/1/26
MT,3.12,1/1/27
MT,3.18,1/1/28
MT,3.22,1/1/29
MT,3.25,1/1/30
NE,2.81,1/1/04
NE,2.81,1/1/05
NE,2.82,1/1/06
NE,2.85,1/1/07
NE,2.88,1/1/08
NE,2.91,1/1/09
NE,2.94,1/1/10
NE,2.97,1/1/11
NE,3.04,1/1/12
NE,3.12,1/1/13
NE,3.19,1/1/14
NE,3.27,1/1/15
NE,3.36,1/1/16
NE,3.45,1/1/17
NE,3.54,1/1/18
NE,3.63,1/1/19
NE,3.73,1/1/20
NE,3.82,1/1/21
NE,3.91,1/1/22
NE,4.01,1/1/23
NE,4.10,1/1/24
NE,4.20,1/1/25
NE,4.28,1/1/26
NE,4.36,1/1/27
NE,4.43,1/1/28
NE,4.49,1/1/29
NE,4.53,1/1/30
NV,3.09,1/1/04
NV,3.21,1/1/05
NV,3.34,1/1/06
NV,3.48,1/1/07
NV,3.65,1/1/08
NV,3.81,1/1/09
NV,3.98,1/1/10
NV,4.15,1/1/11
NV,4.38,1/1/12
NV,4.62,1/1/13
NV,4.85,1/1/14
NV,5.09,1/1/15
NV,5.33,1/1/16
NV,5.57,1/1/17
NV,5.84,1/1/18
NV,6.11,1/1/19
NV,6.41,1/1/20
NV,6.70,1/1/21
NV,7.00,1/1/22
NV,7.32,1/1/23
NV,7.63,1/1/24
NV,7.96,1/1/25
NV,8.29,1/1/26
NV,8.62,1/1/27
NV,8.95,1/1/28
NV,9.29,1/1/29
NV,9.62,1/1/30
NH,1.88,1/1/04
NH,1.91,1/1/05
NH,1.94,1/1/06
NH,1.99,1/1/07
NH,2.05,1/1/08
NH,2.11,1/1/09
NH,2.16,1/1/10
NH,2.22,1/1/11
NH,2.32,1/1/12
NH,2.43,1/1/13
NH,2.53,1/1/14
NH,2.62,1/1/15
NH,2.72,1/1/16
NH,2.83,1/1/17
NH,2.93,1/1/18
NH,3.04,1/1/19
NH,3.16,1/1/20
NH,3.27,1/1/21
NH,3.39,1/1/22
NH,3.52,1/1/23
NH,3.64,1/1/24
NH,3.76,1/1/25
NH,3.87,1/1/26
NH,3.98,1/1/27
NH,4.08,1/1/28
NH,4.17,1/1/29
NH,4.26,1/1/30
NJ,13.70,1/1/04
NJ,13.82,1/1/05
NJ,13.95,1/1/06
NJ,14.15,1/1/07
NJ,14.43,1/1/08
NJ,14.66,1/1/09
NJ,14.86,1/1/10
NJ,15.12,1/1/11
NJ,15.56,1/1/12
NJ,15.97,1/1/13
NJ,16.33,1/1/14
NJ,16.71,1/1/15
NJ,17.07,1/1/16
NJ,17.44,1/1/17
NJ,17.84,1/1/18
NJ,18.26,1/1/19
NJ,18.73,1/1/20
NJ,19.20,1/1/21
NJ,19.70,1/1/22
NJ,20.21,1/1/23
NJ,20.72,1/1/24
NJ,21.26,1/1/25
NJ,21.77,1/1/26
NJ,22.25,1/1/27
NJ,22.72,1/1/28
NJ,23.19,1/1/29
NJ,23.64,1/1/30
NM,2.82,1/1/04
NM,2.89,1/1/05
NM,2.97,1/1/06
NM,3.06,1/1/07
NM,3.16,1/1/08
NM,3.26,1/1/09
NM,3.37,1/1/10
NM,3.48,1/1/11
NM,3.64,1/1/12
NM,3.80,1/1/13
NM,3.97,1/1/14
NM,4.15,1/1/15
NM,4.32,1/1/16
NM,4.50,1/1/17
NM,4.68,1/1/18
NM,4.87,1/1/19
NM,5.06,1/1/20
NM,5.25,1/1/21
NM,5.44,1/1/22
NM,5.63,1/1/23
NM,5.82,1/1/24
NM,6.00,1/1/25
NM,6.17,1/1/26
NM,6.33,1/1/27
NM,6.47,1/1/28
NM,6.59,1/1/29
NM,6.70,1/1/30
NY,30.04,1/1/04
NY,30.27,1/1/05
NY,30.48,1/1/06
NY,30.81,1/1/07
NY,31.28,1/1/08
NY,31.64,1/1/09
NY,31.99,1/1/10
NY,32.43,1/1/11
NY,33.25,1/1/12
NY,34.02,1/1/13
NY,34.73,1/1/14
NY,35.51,1/1/15
NY,36.20,1/1/16
NY,36.89,1/1/17
NY,37.61,1/1/18
NY,38.34,1/1/19
NY,39.21,1/1/20
NY,40.01,1/1/21
NY,40.84,1/1/22
NY,41.70,1/1/23
NY,42.56,1/1/24
NY,43.52,1/1/25
NY,44.33,1/1/26
NY,45.07,1/1/27
NY,45.80,1/1/28
NY,46.54,1/1/29
NY,47.26,1/1/30
NC,12.32,1/1/04
NC,12.52,1/1/05
NC,12.73,1/1/06
NC,13.01,1/1/07
NC,13.35,1/1/08
NC,13.68,1/1/09
NC,14.01,1/1/10
NC,14.38,1/1/11
NC,14.95,1/1/12
NC,15.51,1/1/13
NC,16.04,1/1/14
NC,16.59,1/1/15
NC,17.12,1/1/16
NC,17.69,1/1/17
NC,18.28,1/1/18
NC,18.89,1/1/19
NC,19.53,1/1/20
NC,20.17,1/1/21
NC,20.83,1/1/22
NC,21.51,1/1/23
NC,22.18,1/1/24
NC,22.90,1/1/25
NC,23.59,1/1/26
NC,24.27,1/1/27
NC,24.93,1/1/28
NC,25.59,1/1/29
NC,26.22,1/1/30
ND,1.13,1/1/04
ND,1.13,1/1/05
ND,1.13,1/1/06
ND,1.14,1/1/07
ND,1.15,1/1/08
ND,1.16,1/1/09
ND,1.17,1/1/10
ND,1.19,1/1/11
ND,1.21,1/1/12
ND,1.24,1/1/13
ND,1.27,1/1/14
ND,1.30,1/1/15
ND,1.34,1/1/16
ND,1.38,1/1/17
ND,1.42,1/1/18
ND,1.46,1/1/19
ND,1.51,1/1/20
ND,1.55,1/1/21
ND,1.59,1/1/22
ND,1.64,1/1/23
ND,1.68,1/1/24
ND,1.72,1/1/25
ND,1.75,1/1/26
ND,1.78,1/1/27
ND,1.81,1/1/28
ND,1.82,1/1/29
ND,1.84,1/1/30
OH,18.30,1/1/04
OH,18.36,1/1/05
OH,18.46,1/1/06
OH,18.63,1/1/07
OH,18.87,1/1/08
OH,19.03,1/1/09
OH,19.15,1/1/10
OH,19.34,1/1/11
OH,19.87,1/1/12
OH,20.37,1/1/13
OH,20.83,1/1/14
OH,21.31,1/1/15
OH,21.77,1/1/16
OH,22.26,1/1/17
OH,22.77,1/1/18
OH,23.29,1/1/19
OH,23.87,1/1/20
OH,24.42,1/1/21
OH,24.99,1/1/22
OH,25.57,1/1/23
OH,26.10,1/1/24
OH,26.62,1/1/25
OH,27.08,1/1/26
OH,27.48,1/1/27
OH,27.83,1/1/28
OH,28.16,1/1/29
OH,28.44,1/1/30
OK,5.57,1/1/04
OK,5.61,1/1/05
OK,5.65,1/1/06
OK,5.72,1/1/07
OK,5.80,1/1/08
OK,5.89,1/1/09
OK,5.97,1/1/10
OK,6.06,1/1/11
OK,6.22,1/1/12
OK,6.38,1/1/13
OK,6.53,1/1/14
OK,6.68,1/1/15
OK,6.83,1/1/16
OK,7.00,1/1/17
OK,7.17,1/1/18
OK,7.35,1/1/19
OK,7.55,1/1/20
OK,7.73,1/1/21
OK,7.92,1/1/22
OK,8.11,1/1/23
OK,8.28,1/1/24
OK,8.47,1/1/25
OK,8.64,1/1/26
OK,8.80,1/1/27
OK,8.93,1/1/28
OK,9.05,1/1/29
OK,9.14,1/1/30
OR,5.36,1/1/04
OR,5.41,1/1/05
OR,5.48,1/1/06
OR,5.58,1/1/07
OR,5.70,1/1/08
OR,5.84,1/1/09
OR,5.96,1/1/10
OR,6.12,1/1/11
OR,6.37,1/1/12
OR,6.62,1/1/13
OR,6.86,1/1/14
OR,7.13,1/1/15
OR,7.39,1/1/16
OR,7.66,1/1/17
OR,7.95,1/1/18
OR,8.23,1/1/19
OR,8.50,1/1/20
OR,8.76,1/1/21
OR,9.02,1/1/22
OR,9.26,1/1/23
OR,9.49,1/1/24
OR,9.72,1/1/25
OR,9.94,1/1/26
OR,10.14,1/1/27
OR,10.32,1/1/28
OR,10.49,1/1/29
OR,10.64,1/1/30
PA,22.89,1/1/04
PA,22.88,1/1/05
PA,22.92,1/1/06
PA,23.05,1/1/07
PA,23.30,1/1/08
PA,23.48,1/1/09
PA,23.60,1/1/10
PA,23.81,1/1/11
PA,24.38,1/1/12
PA,24.93,1/1/13
PA,25.41,1/1/14
PA,25.93,1/1/15
PA,26.45,1/1/16
PA,27.04,1/1/17
PA,27.66,1/1/18
PA,28.30,1/1/19
PA,28.99,1/1/20
PA,29.67,1/1/21
PA,30.38,1/1/22
PA,31.10,1/1/23
PA,31.78,1/1/24
PA,32.44,1/1/25
PA,33.04,1/1/26
PA,33.56,1/1/27
PA,34.03,1/1/28
PA,34.48,1/1/29
PA,34.87,1/1/30
RI,1.82,1/1/04
RI,1.82,1/1/05
RI,1.82,1/1/06
RI,1.84,1/1/07
RI,1.86,1/1/08
RI,1.88,1/1/09
RI,1.90,1/1/10
RI,1.92,1/1/11
RI,1.98,1/1/12
RI,2.02,1/1/13
RI,2.07,1/1/14
RI,2.11,1/1/15
RI,2.16,1/1/16
RI,2.21,1/1/17
RI,2.26,1/1/18
RI,2.32,1/1/19
RI,2.39,1/1/20
RI,2.45,1/1/21
